source_table,source_row,session_id,cycle_index,specimen_id,material,condition_label,repeat_index,axis_mode,timestamp_start,timestamp_end,pipeline_session_path,pipeline_success,failure_reason,selected_object_class,selected_candidate_id,selected_anchor_id,qwen_selected_anchor,anchor_score,anchor_backend,mask_path_length_mm,depth_path_length_mm,upv_path_length_mm,clamp_opening_mm,depth_valid,depth_mask_disagreement_percent,robot_moved,motion_success,clamp_moved,arduino_available,clamp_attempted,clamp_success,clamp_failure_reason,release_attempted,release_success,home_returned,home_success,home_success_after_execution,execution_success,total_pipeline_timing_ms,target_selection_timing_ms,geometry_timing_ms,anchor_selection_timing_ms,path_length_timing_ms,robot_plan_timing_ms,execution_timing_ms,approach_final_target_pose,approach_final_actual_before,approach_final_actual_after,home_target_pose,final_robot_pose_if_available,tcp_position_error_mm,tcp_orientation_error_deg,time_of_flight_us,manual_width_mm,signal_quality,operator_note,photo_path,upv_device_reading_id,computed_velocity_m_s,valid_signal,failed_signal,velocity_error_vs_depth_percent,width_error_depth_vs_manual_mm,width_error_depth_vs_manual_percent,cycle_dir,reading_index,requested_material,anchor_count_generated,anchor_count_metadata,stage_names,stage_success_flags,reading_dir,attempt_count,precheck_attempts,pre_capture_ready_for_capture,ur_rtde_available,arduino_available_pre_capture,pre_capture_home_success,precheck_attempt_count,reading_source,imported_from_session,source_specimen_id,source_reading_index,target_specimen_id,target_reading_index,skipped_robot_execution_due_to_import
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,27,session_20260529_062233,,timber_01,timber,proposed_contact_usable,,major,2026-05-29T07:10:34-04:00,2026-05-29T07:11:32-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_001/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 213.983: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,82.387,llama32_single_anchor_l6_taxonomy_scoring,38.053418094677575,38.01700966343858,38.01700966343858,43.01700966343858,True,0.09567716400248584,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,57265.574,8608.135,222.216,7189.303,857.869,7.507,35711.788,"[-0.057239117023304975, -0.381176112113172, 0.19044768309626964, 0.6822652535311118, -3.066182114426923, 5.771680668541896e-05]","[-0.05724338885164449, -0.3811910050800361, 0.220500015411361, 0.6822012862223995, -3.066114574757939, 0.0002019162772279501]","[-0.05723985722982138, -0.3811742459283757, 0.19045626869272114, 0.6823194391148388, -3.066152451369802, 5.1837173047141265e-05]",,"[-0.04448550127574069, -0.3099737384750894, 0.4448948272066936, 0.0003039707006275237, -3.1412976363526064, -0.0002558734169356099]",0.008817,0.003555,,,,,,,,,,,,,,26,timber,1,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 92.20517447166772, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 1, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 1, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 281.0962492764526, ""raw_minor_length_px"": 118.67642706634837}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_001,1,[],True,True,True,True,1,newly_collected,,,,timber_01,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,28,session_20260529_062233,,timber_01,timber,proposed_contact_usable,,major,2026-05-29T07:11:32-04:00,2026-05-29T07:12:30-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_002/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 213.663: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,82.65,llama32_single_anchor_l6_taxonomy_scoring,38.381468197245106,38.33719587089901,38.33719587089901,43.33719587089901,True,0.11534818344774511,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,57479.534,8609.743,217.406,7658.977,856.836,7.125,35242.129,"[-0.05714151030964793, -0.3811497315641306, 0.19044542641373657, 0.6808846031659658, -3.066517861394421, 3.296262134806511e-05]","[-0.05714321864017269, -0.38116759655628174, 0.2205032316270536, 0.6809050279261935, -3.0664082066342733, 0.0002026359426841419]","[-0.057152362868736886, -0.38114018114793413, 0.19047451306281776, 0.6808028637253147, -3.066454007063986, 5.12105957553044e-05]",,"[-0.044511525444267175, -0.30997658596665406, 0.44488492105741145, 0.00024182046398599363, -3.1412730832248403, -0.00040544923297707784]",0.032481,0.006034,,,,,,,,,,,,,,27,timber,1,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 92.2090185285032, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 1, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 1, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 281.1079931177101, ""raw_minor_length_px"": 118.69600769644619}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_002,1,[],True,True,True,True,1,newly_collected,,,,timber_01,2,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,29,session_20260529_062233,,timber_01,timber,proposed_contact_usable,,major,2026-05-29T07:12:30-04:00,2026-05-29T07:13:29-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_003/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 213.983: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,82.063,llama32_single_anchor_l6_taxonomy_scoring,38.05342404785437,38.01702816519328,38.01702816519328,43.01702816519328,True,0.0956441728221876,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,59121.859,8913.584,228.444,8854.318,869.305,7.043,35308.751,"[-0.057195052434428, -0.38117499400159355, 0.1904237739747322, 0.6798130322160182, -3.0667366145629513, -7.159058550307739e-05]","[-0.05721361063540648, -0.38118063008853653, 0.22047152083042315, 0.6797514676383545, -3.0666794291615487, 1.166853024800297e-05]","[-0.05719326861547892, -0.3811636707695679, 0.1904338874385775, 0.6797685426287049, -3.066761275478732, -9.754311316055998e-05]",,"[-0.044485467333530634, -0.30996474074299424, 0.4448922029317932, 0.0003937986966456115, -3.141293451824127, -0.00039821376607769734]",0.015287,0.003272,,,,,,,,,,,,,,28,timber,1,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 92.2227398762065, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 1, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 1, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 281.1498430748448, ""raw_minor_length_px"": 118.4450456536873}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_003,1,[],True,True,True,True,1,newly_collected,,,,timber_01,3,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,30,session_20260529_062233,,timber_01,timber,proposed_contact_usable,,major,2026-05-29T07:13:30-04:00,2026-05-29T07:14:28-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_004/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 213.983: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,82.148,llama32_single_anchor_l6_taxonomy_scoring,38.18069613651876,38.016958147731515,38.016958147731515,43.016958147731515,True,0.42885019225889964,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,57436.933,9024.407,228.656,7040.756,868.306,7.519,35421.769,"[-0.0571591439172444, -0.3811887495931427, 0.19041686601820496, 0.678534426084852, -3.067033252352939, -9.037677862873194e-05]","[-0.05716047444911658, -0.3812014474014781, 0.2204631121275124, 0.6784919475154453, -3.066985923277658, -8.877127459429955e-06]","[-0.05715305005959733, -0.38118847297029396, 0.190432043017773, 0.6785944492368724, -3.067016378540598, -6.99741679540127e-05]",,"[-0.04450169297409013, -0.3099664523998532, 0.4448924256021037, 0.0003047406448523948, -3.1412261819476983, -0.000383254071349011]",0.016357,0.003759,,,,,,,,,,,,,,29,timber,1,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 92.52409709382354, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 1, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 1, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 281.1283537616521, ""raw_minor_length_px"": 118.39181708966288}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_004,1,[],True,True,True,True,1,newly_collected,,,,timber_01,4,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,31,session_20260529_062233,,timber_01,timber,proposed_contact_usable,,major,2026-05-29T07:14:28-04:00,2026-05-29T07:15:26-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_005/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 213.654: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,82.609,llama32_single_anchor_l6_taxonomy_scoring,38.50983342844243,38.34598835593065,38.34598835593065,43.34598835593065,True,0.4254629478370176,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,57488.342,8674.431,221.655,7423.46,867.075,7.014,35389.985,"[-0.057247663319164796, -0.38119750726820445, 0.19044645228866117, 0.6812399671044488, -3.0664180367075184, 8.283713588446763e-05]","[-0.0572567765409791, -0.38120309102178823, 0.22048393278592435, 0.6812398991823052, -3.0663639195418564, 8.812028183948283e-05]","[-0.05723991971776004, -0.3811946172806484, 0.19047343017321752, 0.6812399380174397, -3.066401868189226, 0.0001324537336794057]",,"[-0.04449776979928286, -0.3099706356679849, 0.44488765318442264, 0.0002919173349066048, -3.141251337671581, -0.0003750637356123352]",0.028216,0.00299,,,,,,,,,,,,,,30,timber,1,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 92.51954062551984, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 1, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 1, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 281.1144607530862, ""raw_minor_length_px"": 118.72627320046963}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_01/reading_005,1,[],True,True,True,True,1,newly_collected,,,,timber_01,5,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,32,session_20260529_062233,,timber_02,timber,proposed_contact_usable,,major,2026-05-29T07:17:59-04:00,2026-05-29T07:19:20-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_001/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 215.490: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,60.032,llama32_single_anchor_l6_taxonomy_scoring,36.513811718832976,36.51027487332512,36.51027487332512,41.51027487332512,True,0.009686322356831294,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,80244.347,8657.17,226.732,21382.889,861.01,7.197,44480.089,"[0.02355963323079856, -0.4241191432160062, 0.17573511236945963, 1.9681360101787668, -2.448191982062509, 0.00019574881839364057]","[0.02355239109275139, -0.4241181059212161, 0.20576740218035794, 1.9681574871726844, -2.4481132969812975, 0.00020514581102020293]","[0.023550785756644963, -0.4241196290824847, 0.17576971163413124, 1.9681095254359806, -2.448092114180318, 0.00021664164804212604]",,"[-0.044489835281914816, -0.3099565331712082, 0.4449025451564509, 0.00027321504912162413, -3.1412894440339025, -0.000319278095445623]",0.035716,0.00604,,,,,,,,,,,,,,31,timber,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 156.82568144607305, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 455.2140365994436, ""raw_minor_length_px"": 108.40754891839397}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_001,1,[],True,True,True,True,1,newly_collected,,,,timber_02,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,33,session_20260529_062233,,timber_02,timber,proposed_contact_usable,,major,2026-05-29T07:19:20-04:00,2026-05-29T07:20:43-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_002/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 215.835: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,60.081,llama32_single_anchor_l6_taxonomy_scoring,36.16934591461051,36.1653098818527,36.1653098818527,41.1653098818527,True,0.011158710935327155,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,82294.105,8712.059,220.063,23277.594,865.818,8.108,44882.745,"[0.023206473313766716, -0.4243554227442135, 0.17572536865612048, 1.9655525340265956, -2.4502895832672023, 0.0001731000417054773]","[0.02320216802730472, -0.42437768066508585, 0.20579870979649084, 1.9654932342685885, -2.450108991714431, 0.0003439066073137707]","[0.023187414885135395, -0.4243685770672333, 0.17577243888104527, 1.9654612688438455, -2.450230822731266, 0.00030273063892153484]",,"[-0.04448806805038261, -0.30996447994425524, 0.4449194930678617, 0.0003174340876290987, -3.1412430728528413, -0.0001718113084667651]",0.052458,0.009687,,,,,,,,,,,,,,32,timber,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 156.64381414631566, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 454.686186626367, ""raw_minor_length_px"": 107.92292262536128}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_002,1,[],True,True,True,True,1,newly_collected,,,,timber_02,2,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,34,session_20260529_062233,,timber_02,timber,proposed_contact_usable,,major,2026-05-29T07:20:43-04:00,2026-05-29T07:22:04-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_003/pipeline_full_session,False,Arduino rejected CLAMP_TRAVEL_MM 215.582: ERR TRAVEL_OUT_OF_RANGE,timber,candidate_001_timber,A1,A1,60.4,llama32_single_anchor_l6_taxonomy_scoring,36.513814556296374,36.41761797245381,36.41761797245381,41.41761797245381,True,0.2634525727084702,False,False,False,True,True,skipped,,False,skipped,True,True,True,False,80719.361,8589.31,223.805,21631.915,874.15,7.079,45055.643,"[0.023156336910028667, -0.42437735322434916, 0.17574130206300226, 1.9663811095433428, -2.449639690442034, 0.0002329484191199877]","[0.02314310378672418, -0.42440392964585, 0.20585374729980238, 1.9662129625218183, -2.4494689963347347, 0.0005320116066406025]","[0.023162293481943295, -0.42439957839574255, 0.1758019277551952, 1.9663427551732968, -2.449486262582693, 0.00046129605847339657]",,"[-0.04446614735209261, -0.3099424558461317, 0.44492821717918796, 0.00035612237651667765, -3.1411962935932625, -0.00021875260755674827]",0.064845,0.015915,,,,,,,,,,,,,,33,timber,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 156.49280739630953, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 454.2478465984206, ""raw_minor_length_px"": 107.85379236362776}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""home""]","[true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_003,1,[],True,True,True,True,1,newly_collected,,,,timber_02,3,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,35,session_20260529_062233,,timber_02,timber,proposed_contact_usable,,major,2026-05-29T07:22:04-04:00,2026-05-29T07:22:16-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_004/pipeline_full_session,False,NO_VERIFIED_MATCH,timber,,,,,,,,,,,,,,,,,,,,,,,,,11681.532,8386.434,,,,,,"""""","""""","""""",,"""""",,,,,,,,,,,,,,,,34,timber,,{},[],[],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_004,1,[],True,True,True,True,1,newly_collected,,,,timber_02,4,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,36,session_20260529_062233,,timber_02,timber,proposed_contact_usable,,major,2026-05-29T07:22:17-04:00,2026-05-29T07:22:29-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_005/pipeline_full_session,False,NO_VERIFIED_MATCH,timber,,,,,,,,,,,,,,,,,,,,,,,,,12043.321,8374.814,,,,,,"""""","""""","""""",,"""""",,,,,,,,,,,,,,,,35,timber,,{},[],[],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_02/reading_005,1,[],True,True,True,True,1,newly_collected,,,,timber_02,5,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,37,session_20260529_062233,,timber_03,timber,proposed_contact_usable,,major,2026-05-29T07:23:28-04:00,2026-05-29T07:24:10-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_001/pipeline_full_session,False,anchor_camera_xyz_missing_for_real_base_plan,timber,candidate_001_timber,A1,A1,56.573,llama32_single_anchor_l6_taxonomy_scoring,37.35270146588719,,37.35270146588719,42.35270146588719,False,,False,False,False,,False,skipped,,False,skipped,True,True,True,False,41718.878,8828.889,221.496,26165.364,868.688,6.659,1361.065,"""""","""""","""""",,"[-0.04452477954757264, -0.30996122972627194, 0.44492619792858734, -1.1117067126037675e-05, -3.141196147432641, -0.00018578024246008275]",,,,,,,,,,,,,,,,36,timber,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 231.1816601582012, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 792.1521436916597, ""raw_minor_length_px"": 133.84445111444901}","[""home""]",[true],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_001,1,[],True,True,True,True,1,newly_collected,,,,timber_03,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,38,session_20260529_062233,,timber_03,timber,proposed_contact_usable,,major,2026-05-29T07:24:10-04:00,2026-05-29T07:24:49-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_002/pipeline_full_session,False,anchor_camera_xyz_missing_for_real_base_plan,timber,candidate_001_timber,A1,A1,56.638,llama32_single_anchor_l6_taxonomy_scoring,37.35270333150703,,37.35270333150703,42.35270333150703,False,,False,False,False,,False,skipped,,False,skipped,True,True,True,False,39016.609,8761.998,223.704,23490.763,873.521,7.122,922.189,"""""","""""","""""",,"[-0.04452635301267007, -0.3099675828184834, 0.44492296718243146, -3.9243446395578005e-06, -3.1411950972616833, -0.00023089787931973729]",,,,,,,,,,,,,,,,37,timber,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 231.3018106334225, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 792.5638831284929, ""raw_minor_length_px"": 133.5048665927039}","[""home""]",[true],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_002,1,[],True,True,True,True,1,newly_collected,,,,timber_03,2,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,39,session_20260529_062233,,timber_03,timber,proposed_contact_usable,,major,2026-05-29T07:24:50-04:00,2026-05-29T07:25:36-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_003/pipeline_full_session,False,anchor_camera_xyz_missing_for_real_base_plan,timber,candidate_001_timber,A1,A1,56.539,llama32_single_anchor_l6_taxonomy_scoring,37.35270140518228,,37.35270140518228,42.35270140518228,False,,False,False,False,,False,skipped,,False,skipped,True,True,True,False,45435.477,8911.389,220.341,29377.41,865.072,6.765,1285.184,"""""","""""","""""",,"[-0.044510225011575213, -0.30996163448658753, 0.4449442130365791, 3.487245018004385e-05, -3.141153631138537, -6.1082854203404e-05]",,,,,,,,,,,,,,,,38,timber,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 231.2995692235144, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 792.5561619907603, ""raw_minor_length_px"": 133.84276070921246}","[""home""]",[true],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_003,1,[],True,True,True,True,1,newly_collected,,,,timber_03,3,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,40,session_20260529_062233,,timber_03,timber,proposed_contact_usable,,major,2026-05-29T07:25:36-04:00,2026-05-29T07:26:17-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_004/pipeline_full_session,False,anchor_camera_xyz_missing_for_real_base_plan,timber,candidate_001_timber,A1,A1,56.198,llama32_single_anchor_l6_taxonomy_scoring,37.0608806364521,,37.0608806364521,42.0608806364521,False,,False,False,False,,False,skipped,,False,skipped,True,True,True,False,40646.216,8720.117,220.5,25259.594,870.344,7.027,764.519,"""""","""""","""""",,"[-0.04451414736151115, -0.30996288066467137, 0.4449433340069765, -2.853333152784079e-05, -3.141145009112637, -8.596093020377249e-05]",,,,,,,,,,,,,,,,39,timber,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 231.2962471921694, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 792.5447192991089, ""raw_minor_length_px"": 133.90682835420722}","[""home""]",[true],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/timber_03/reading_004,1,[],True,True,True,True,1,newly_collected,,,,timber_03,4,False
